Company Name,Industry,Contact Name,Email Address,Phone Number,Website URL,Address,Date Added,Date Contacted,Contacted,Notes,My Offering
Janen Construction,Construction,,,(347) 295-3235,N/A,"514 E 53rd St Brooklyn, NY 11203",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/janen-construction-2594549,"$1,500 setup $20 per month (blog, landing & contact form)"
Related Managmnt Corp,Construction,,,(718) 953-9099,N/A,"212 Crown St Brooklyn, NY 11225",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/related-managmnt-corp-4921142,"$1,500 setup $20 per month (blog, landing & contact form)"
MEGA Universal Builders Incorporated,Construction,,,(718) 975-1100,N/A,"222 E 8th St Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/mega-universal-builders-incorporated-460449573,"$1,500 setup $20 per month (blog, landing & contact form)"
Apple Construction,Construction,,,(718) 633-0128,N/A,"222 E 8th St Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/apple-construction-6872359,"$1,500 setup $20 per month (blog, landing & contact form)"
S Sahab Contracting Co,Construction,,,(718) 436-1574,N/A,"244 E 8th St Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/s-sahab-contracting-co-462830566,"$1,500 setup $20 per month (blog, landing & contact form)"
Lettire Construction Corp,Construction,,,(718) 871-0703,http://lettire.com,"22 Caton Pl Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/lettire-construction-corp-481586737,"$1,500 setup $20 per month (blog, landing & contact form)"
Blossom Construction,Construction,,,(718) 434-8915,N/A,"777 E 31st St Brooklyn, NY 11210",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/blossom-construction-468065384,"$1,500 setup $20 per month (blog, landing & contact form)"
Reidman Associates Inc,Construction,,,(646) 400-2162,N/A,"69 Reeve Pl Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/reidman-associates-inc-29255727,"$1,500 setup $20 per month (blog, landing & contact form)"
Alam D & C Co General Contractor,Construction,,,(347) 683-7229,N/A,"428 Stratford Rd Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/alam-d-c-co-general-contractor-507306074,"$1,500 setup $20 per month (blog, landing & contact form)"
Esquire Builders,Construction,,,(718) 253-0139,N/A,"597 E 53rd St Brooklyn, NY 11203",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/esquire-builders-470029236,"$1,500 setup $20 per month (blog, landing & contact form)"
Proficient Home Improvemen,Construction,,,(718) 514-4854,N/A,"101 Ocean Pkwy Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/proficient-home-improvemen-28685833,"$1,500 setup $20 per month (blog, landing & contact form)"
Lotus Metropolitan Construction Corp,Construction,,,(718) 437-9393,N/A,"135 Ocean Pkwy Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/lotus-metropolitan-construction-corp-10703741,"$1,500 setup $20 per month (blog, landing & contact form)"
N J Construction,Construction,,,(347) 789-9046,N/A,"911 Cortelyou Rd Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/n-j-construction-10541022,"$1,500 setup $20 per month (blog, landing & contact form)"
